"DATA_LEVEL","SCHOOL_YEAR","REPORTING_PERIOD","DISTRICT_NUMBER","DISTRICT_NAME","EMPLOYMENT_CATEGORY","GENDER","HEADCOUNT","FTE","AVERAGE_AGE","AVERAGE_ANNUAL_SALARY_PER_FTE"
"District level","2013/2014","Q1","074","Gold Trail","Educator","M","25","24.75","43","70056"
"District level","2013/2014","Q1","074","Gold Trail","Teacher","All","84","83.225","44","68134"
"District level","2013/2014","Q1","074","Gold Trail","Teacher","F","61","60.475","44","68285"
"District level","2013/2014","Q1","075","Mission","Administrator","All","35","34.6","49","105358"
"District level","2013/2014","Q1","075","Mission","Administrator","F","15","14.6","47","103652"
"District level","2013/2014","Q1","075","Mission","Administrator","M","20","20","50","106521"
"District level","2013/2014","Q1","075","Mission","Educator","All","381","354.636","48","74187"
"District level","2013/2014","Q1","075","Mission","Educator","F","259","236.243","47","72022"
"District level","2013/2014","Q1","075","Mission","Educator","M","122","118.393","49","78717"
"District level","2013/2014","Q1","075","Mission","Teacher","M","102","98.393","49","73000"
"District level","2013/2014","Q1","078","Fraser-Cascade","Administrator","All","20","15","49","102175"
"District level","2013/2014","Q1","078","Fraser-Cascade","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","078","Fraser-Cascade","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","078","Fraser-Cascade","Educator","All","122","111.658","46","73511"
"District level","2013/2014","Q1","078","Fraser-Cascade","Educator","F","79","70.279","46","73161"
"District level","2013/2014","Q1","078","Fraser-Cascade","Teacher","All","102","96.658","45","69530"
"District level","2013/2014","Q1","078","Fraser-Cascade","Teacher","M","35","34.379","44","69864"
"District level","2013/2014","Q1","079","Cowichan Valley","Administrator","All","50","45.8","50","98044"
"District level","2013/2014","Q1","079","Cowichan Valley","Administrator","M","20","19.6","50","102908"
"District level","2013/2014","Q1","079","Cowichan Valley","Educator","All","512","465.288","47","73136"
"District level","2013/2014","Q1","079","Cowichan Valley","Educator","M","142","133.893","47","77190"
"District level","2013/2014","Q1","079","Cowichan Valley","Teacher","All","462","419.488","46","70640"
"District level","2013/2014","Q1","079","Cowichan Valley","Teacher","F","340","305.195","46","69905"
"District level","2013/2014","Q1","079","Cowichan Valley","Teacher","M","122","114.293","47","72770"
"District level","2013/2014","Q1","081","Fort Nelson","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","081","Fort Nelson","Educator","All","59","57.0128","44","74318"
"District level","2013/2014","Q1","081","Fort Nelson","Educator","F","39","38.0122","43","73706"
"District level","2013/2014","Q1","081","Fort Nelson","Educator","M","20","19.0006","46","75649"
"District level","2013/2014","Q1","081","Fort Nelson","Teacher","F","34","33.0122","42","70486"
"District level","2013/2014","Q1","081","Fort Nelson","Teacher","M","16","15.0006","44","71419"
"District level","2013/2014","Q1","082","Coast Mountains","Administrator","All","35","35","48","103160"
"District level","2013/2014","Q1","082","Coast Mountains","Administrator","F","22","22","47","102250"
"District level","2013/2014","Q1","082","Coast Mountains","Administrator","M","13","13","48","104699"
"District level","2013/2014","Q1","082","Coast Mountains","Educator","All","333","317.2509","47","73345"
"District level","2013/2014","Q1","082","Coast Mountains","Educator","F","242","228.0989","47","72018"
"District level","2013/2014","Q1","082","Coast Mountains","Educator","M","91","89.152","49","76912"
"District level","2013/2014","Q1","082","Coast Mountains","Teacher","F","220","206.0989","47","69326"
"District level","2013/2014","Q1","082","Coast Mountains","Teacher","M","78","76.152","49","72760"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Administrator","All","42","40.5","45","99751"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Administrator","M","23","22","45","100858"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Educator","All","417","379.981","46","74115"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Educator","M","135","129.015","47","77887"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Teacher","All","375","339.481","46","71539"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Teacher","F","263","232.466","45","70534"
"District level","2013/2014","Q1","083","North Okanagan-Shuswap","Teacher","M","112","107.015","47","73791"
"District level","2013/2014","Q1","084","Vancouver Island West","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","084","Vancouver Island West","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","084","Vancouver Island West","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","084","Vancouver Island West","Educator","All","48","46.2","45","71422"
"District level","2013/2014","Q1","084","Vancouver Island West","Educator","M","20","19.4","48","80799"
"District level","2013/2014","Q1","084","Vancouver Island West","Teacher","All","39","37.2","44","64800"
"District level","2013/2014","Q1","084","Vancouver Island West","Teacher","M","12","11.4","48","67802"
"District level","2013/2014","Q1","085","Vancouver Island North","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","085","Vancouver Island North","Educator","All","108","104.79","45","73626"
"District level","2013/2014","Q1","085","Vancouver Island North","Educator","F","73","69.79","45","71095"
"District level","2013/2014","Q1","085","Vancouver Island North","Educator","M","35","35","44","79338"
"District level","2013/2014","Q1","085","Vancouver Island North","Teacher","All","92","88.79","45","68699"
"District level","2013/2014","Q1","085","Vancouver Island North","Teacher","M","26","26","45","70281"
"District level","2013/2014","Q1","087","Stikine","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","087","Stikine","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","087","Stikine","Educator","All","25","25","40","74725"
"District level","2013/2014","Q1","087","Stikine","Educator","M","11","11","42","83295"
"District level","2013/2014","Q1","087","Stikine","Teacher","All","20","20","37","66971"
"District level","2013/2014","Q1","087","Stikine","Teacher","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","087","Stikine","Teacher","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","091","Nechako Lakes","Administrator","All","29","28.8","50","100728"
"District level","2013/2014","Q1","091","Nechako Lakes","Administrator","F","16","15.8","52","98228"
"District level","2013/2014","Q1","091","Nechako Lakes","Administrator","M","13","13","48","103803"
"District level","2013/2014","Q1","091","Nechako Lakes","Educator","All","273","262.54","45","76022"
"District level","2013/2014","Q1","091","Nechako Lakes","Educator","M","87","85.06","47","79156"
"District level","2013/2014","Q1","091","Nechako Lakes","Teacher","All","245","233.74","45","73277"
"District level","2013/2014","Q1","091","Nechako Lakes","Teacher","M","74","72.06","46","74995"
"District level","2013/2014","Q1","092","Nisga'a","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","092","Nisga'a","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","092","Nisga'a","Educator","All","45","45","48","76787"
"District level","2013/2014","Q1","092","Nisga'a","Educator","F","28","28","46","70468"
"District level","2013/2014","Q1","092","Nisga'a","Educator","M","17","17","52","87193"
"District level","2013/2014","Q1","092","Nisga'a","Teacher","All","37","37","47","71054"
"District level","2013/2014","Q1","092","Nisga'a","Teacher","F","26","26","46","68559"
"District level","2013/2014","Q1","092","Nisga'a","Teacher","M","11","11","51","76950"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Administrator","All","45","44.1","49","93293"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Administrator","F","29","28.1","50","90024"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Educator","All","437","388.8215","44","68918"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Educator","F","329","290.0045","44","67903"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Educator","M","108","98.817","46","72041"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Teacher","F","300","261.9045","43","65982"
"District level","2013/2014","Q4","005","Southeast Kootenay","Administrator","All","34","33","48","102263"
"District level","2013/2014","Q4","005","Southeast Kootenay","Administrator","F","15","15","48","101939"
"District level","2013/2014","Q4","005","Southeast Kootenay","Administrator","M","19","18","48","102536"
"District level","2013/2014","Q4","005","Southeast Kootenay","Educator","F","296","269.158","44","69675"
"District level","2013/2014","Q4","005","Southeast Kootenay","Educator","M","97","92.015","45","76992"
"District level","2013/2014","Q4","005","Southeast Kootenay","Teacher","All","359","328.173","44","68853"
"District level","2013/2014","Q4","005","Southeast Kootenay","Teacher","F","281","254.158","44","68143"
"District level","2013/2014","Q4","005","Southeast Kootenay","Teacher","M","78","74.015","44","71538"
"District level","2013/2014","Q4","006","Rocky Mountain","Administrator","All","28","27.2","48","101694"
"District level","2013/2014","Q4","006","Rocky Mountain","Administrator","M","11","10.2","49","103421"
"District level","2013/2014","Q4","006","Rocky Mountain","Educator","F","153","140.6322","43","71162"
"District level","2013/2014","Q4","006","Rocky Mountain","Educator","M","62","56.4173","44","75050"
"District level","2013/2014","Q4","006","Rocky Mountain","Teacher","All","188","169.8495","43","68290"
"District level","2013/2014","Q4","006","Rocky Mountain","Teacher","F","137","123.6322","42","67850"
"District level","2013/2014","Q4","006","Rocky Mountain","Teacher","M","51","46.2173","43","69477"
"District level","2013/2014","Q4","008","Kootenay Lake","Administrator","F","17","17","50","95905"
"District level","2013/2014","Q4","008","Kootenay Lake","Administrator","M","19","18","50","100567"
"District level","2013/2014","Q4","008","Kootenay Lake","Educator","F","220","184.3115","45","72270"
"District level","2013/2014","Q4","008","Kootenay Lake","Educator","M","113","104.171","47","76286"
"District level","2013/2014","Q4","008","Kootenay Lake","Teacher","M","94","86.171","46","71916"
"District level","2013/2014","Q4","010","Arrow Lakes","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","010","Arrow Lakes","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","010","Arrow Lakes","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","010","Arrow Lakes","Educator","All","46","40.7397","46","74369"
"District level","2013/2014","Q4","010","Arrow Lakes","Educator","F","33","29.5805","48","75670"
"District level","2013/2014","Q4","010","Arrow Lakes","Educator","M","13","11.1592","42","71384"
"District level","2013/2014","Q4","010","Arrow Lakes","Teacher","All","39","33.7397","45","69132"
"District level","2013/2014","Q4","010","Arrow Lakes","Teacher","F","27","23.5805","47","69823"
"District level","2013/2014","Q4","019","Revelstoke","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","019","Revelstoke","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","019","Revelstoke","Educator","All","82","70.958","42","70782"
"District level","2013/2014","Q4","019","Revelstoke","Educator","F","57","47.315","41","67125"
"District level","2013/2014","Q4","019","Revelstoke","Teacher","All","74","63.958","42","68058"
"District level","2013/2014","Q4","019","Revelstoke","Teacher","F","55","45.315","40","66133"
"District level","2013/2014","Q4","019","Revelstoke","Teacher","M","19","18.643","45","73934"
"District level","2013/2014","Q4","020","Kootenay-Columbia","Administrator","All","19","17","49","105026"
"District level","2013/2014","Q4","020","Kootenay-Columbia","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","020","Kootenay-Columbia","Educator","All","256","220.922","44","74174"
"District level","2013/2014","Q4","020","Kootenay-Columbia","Educator","M","73","65.309","45","79756"
